OMRÅDE;ALDER;CIVILSTAND;TID;INDHOLD
Vordingborg;58 år;Fraskilt;2022K1;169
Vordingborg;58 år;Gift/separeret;2022K1;426
Vordingborg;58 år;Ugift;2022K1;144
Vordingborg;59 år;Fraskilt;2022K1;157
Vordingborg;59 år;Gift/separeret;2022K1;369
Vordingborg;59 år;Ugift;2022K1;125
Vordingborg;60 år;Fraskilt;2022K1;166
Vordingborg;60 år;Gift/separeret;2022K1;417
Vordingborg;60 år;Ugift;2022K1;130
Vordingborg;61 år;Fraskilt;2022K1;156
Vordingborg;61 år;Gift/separeret;2022K1;416
Vordingborg;61 år;Ugift;2022K1;102
Vordingborg;62 år;Fraskilt;2022K1;150
Vordingborg;62 år;Gift/separeret;2022K1;447
Vordingborg;62 år;Ugift;2022K1;109
Vordingborg;63 år;Fraskilt;2022K1;154
Vordingborg;63 år;Gift/separeret;2022K1;437
Vordingborg;63 år;Ugift;2022K1;119
Vordingborg;64 år;Fraskilt;2022K1;149
Vordingborg;64 år;Gift/separeret;2022K1;441
Vordingborg;64 år;Ugift;2022K1;99
Vordingborg;65 år;Fraskilt;2022K1;171
Vordingborg;65 år;Gift/separeret;2022K1;401
Vordingborg;65 år;Ugift;2022K1;101
Vordingborg;66 år;Fraskilt;2022K1;116
Vordingborg;66 år;Gift/separeret;2022K1;401
Vordingborg;66 år;Ugift;2022K1;91
Vordingborg;67 år;Fraskilt;2022K1;131
Vordingborg;67 år;Gift/separeret;2022K1;462
Vordingborg;67 år;Ugift;2022K1;77
Vordingborg;68 år;Fraskilt;2022K1;125
Vordingborg;68 år;Gift/separeret;2022K1;414
Vordingborg;68 år;Ugift;2022K1;69
Vordingborg;69 år;Fraskilt;2022K1;135
Vordingborg;69 år;Gift/separeret;2022K1;400
Vordingborg;69 år;Ugift;2022K1;87
Vordingborg;70 år;Fraskilt;2022K1;115
Vordingborg;70 år;Gift/separeret;2022K1;417
Vordingborg;70 år;Ugift;2022K1;59
Vordingborg;71 år;Fraskilt;2022K1;139
Vordingborg;71 år;Gift/separeret;2022K1;418
Vordingborg;71 år;Ugift;2022K1;55
Vordingborg;72 år;Fraskilt;2022K1;106
Vordingborg;72 år;Gift/separeret;2022K1;382
Vordingborg;72 år;Ugift;2022K1;53
Vordingborg;73 år;Fraskilt;2022K1;115
Vordingborg;73 år;Gift/separeret;2022K1;417
Vordingborg;73 år;Ugift;2022K1;47
Vordingborg;74 år;Fraskilt;2022K1;142
Vordingborg;74 år;Gift/separeret;2022K1;445
Vordingborg;74 år;Ugift;2022K1;45
Vordingborg;75 år;Fraskilt;2022K1;115
Vordingborg;75 år;Gift/separeret;2022K1;388
Vordingborg;75 år;Ugift;2022K1;32
Vordingborg;76 år;Fraskilt;2022K1;85
Vordingborg;76 år;Gift/separeret;2022K1;402
Vordingborg;76 år;Ugift;2022K1;38
Vordingborg;77 år;Fraskilt;2022K1;111
Vordingborg;77 år;Gift/separeret;2022K1;365
Vordingborg;77 år;Ugift;2022K1;31
Vordingborg;78 år;Fraskilt;2022K1;71
Vordingborg;78 år;Gift/separeret;2022K1;326
Vordingborg;78 år;Ugift;2022K1;27
Vordingborg;79 år;Fraskilt;2022K1;72
Vordingborg;79 år;Gift/separeret;2022K1;267
Vordingborg;79 år;Ugift;2022K1;25
Vordingborg;80 år;Fraskilt;2022K1;47
Vordingborg;80 år;Gift/separeret;2022K1;203
Vordingborg;80 år;Ugift;2022K1;11
Vordingborg;81 år;Fraskilt;2022K1;55
Vordingborg;81 år;Gift/separeret;2022K1;164
Vordingborg;81 år;Ugift;2022K1;13
Vordingborg;82 år;Fraskilt;2022K1;54
Vordingborg;82 år;Gift/separeret;2022K1;158
Vordingborg;82 år;Ugift;2022K1;14
Vordingborg;83 år;Fraskilt;2022K1;41
Vordingborg;83 år;Gift/separeret;2022K1;134
Vordingborg;83 år;Ugift;2022K1;15
Vordingborg;84 år;Fraskilt;2022K1;36
Vordingborg;84 år;Gift/separeret;2022K1;101
Vordingborg;84 år;Ugift;2022K1;10
Vordingborg;85 år;Fraskilt;2022K1;29
Vordingborg;85 år;Gift/separeret;2022K1;86
Vordingborg;85 år;Ugift;2022K1;4
Vordingborg;86 år;Fraskilt;2022K1;17
Vordingborg;86 år;Gift/separeret;2022K1;61
Vordingborg;86 år;Ugift;2022K1;5
Vordingborg;87 år;Fraskilt;2022K1;16
Vordingborg;87 år;Gift/separeret;2022K1;33
Vordingborg;87 år;Ugift;2022K1;3
Vordingborg;88 år;Fraskilt;2022K1;12
Vordingborg;88 år;Gift/separeret;2022K1;37
Vordingborg;88 år;Ugift;2022K1;5
Vordingborg;89 år;Fraskilt;2022K1;10
Vordingborg;89 år;Gift/separeret;2022K1;35
Vordingborg;89 år;Ugift;2022K1;2
Vordingborg;90 år;Fraskilt;2022K1;10
Vordingborg;90 år;Gift/separeret;2022K1;24
Vordingborg;90 år;Ugift;2022K1;2
Vordingborg;91 år;Fraskilt;2022K1;3
Vordingborg;91 år;Gift/separeret;2022K1;11
Vordingborg;91 år;Ugift;2022K1;3
Vordingborg;92 år;Fraskilt;2022K1;6
Vordingborg;92 år;Gift/separeret;2022K1;18
Vordingborg;92 år;Ugift;2022K1;2
Vordingborg;93 år;Fraskilt;2022K1;2
Vordingborg;93 år;Gift/separeret;2022K1;13
Vordingborg;93 år;Ugift;2022K1;0
Vordingborg;94 år;Fraskilt;2022K1;2
Vordingborg;94 år;Gift/separeret;2022K1;6
Vordingborg;94 år;Ugift;2022K1;1
Vordingborg;95 år;Fraskilt;2022K1;0
Vordingborg;95 år;Gift/separeret;2022K1;1
Vordingborg;95 år;Ugift;2022K1;0
Vordingborg;96 år;Fraskilt;2022K1;0
Vordingborg;96 år;Gift/separeret;2022K1;3
Vordingborg;96 år;Ugift;2022K1;0
Vordingborg;97 år;Fraskilt;2022K1;2
Vordingborg;97 år;Gift/separeret;2022K1;1
Vordingborg;97 år;Ugift;2022K1;0
Vordingborg;98 år;Fraskilt;2022K1;1
Vordingborg;98 år;Gift/separeret;2022K1;0
Vordingborg;98 år;Ugift;2022K1;2
Vordingborg;99 år;Fraskilt;2022K1;0
Vordingborg;99 år;Gift/separeret;2022K1;0
Vordingborg;99 år;Ugift;2022K1;0
Vordingborg;100 år;Fraskilt;2022K1;0
Vordingborg;100 år;Gift/separeret;2022K1;0
Vordingborg;100 år;Ugift;2022K1;0
Vordingborg;101 år;Fraskilt;2022K1;0
Vordingborg;101 år;Gift/separeret;2022K1;0
Vordingborg;101 år;Ugift;2022K1;0
Vordingborg;102 år;Fraskilt;2022K1;0
Vordingborg;102 år;Gift/separeret;2022K1;0
Vordingborg;102 år;Ugift;2022K1;0
Vordingborg;103 år;Fraskilt;2022K1;0
Vordingborg;103 år;Gift/separeret;2022K1;1
Vordingborg;103 år;Ugift;2022K1;0
Vordingborg;104 år;Fraskilt;2022K1;0
Vordingborg;104 år;Gift/separeret;2022K1;0
Vordingborg;104 år;Ugift;2022K1;0
Vordingborg;105 år;Fraskilt;2022K1;0
Vordingborg;105 år;Gift/separeret;2022K1;0
Vordingborg;105 år;Ugift;2022K1;0
Vordingborg;106 år;Fraskilt;2022K1;0
Vordingborg;106 år;Gift/separeret;2022K1;0
Vordingborg;106 år;Ugift;2022K1;0
Vordingborg;107 år;Fraskilt;2022K1;0
Vordingborg;107 år;Gift/separeret;2022K1;0
Vordingborg;107 år;Ugift;2022K1;0
Vordingborg;108 år;Fraskilt;2022K1;0
Vordingborg;108 år;Gift/separeret;2022K1;0
Vordingborg;108 år;Ugift;2022K1;0
Vordingborg;109 år;Fraskilt;2022K1;0
Vordingborg;109 år;Gift/separeret;2022K1;0
Vordingborg;109 år;Ugift;2022K1;0
Vordingborg;110 år;Fraskilt;2022K1;0
Vordingborg;110 år;Gift/separeret;2022K1;0
Vordingborg;110 år;Ugift;2022K1;0
Vordingborg;111 år;Fraskilt;2022K1;0
Vordingborg;111 år;Gift/separeret;2022K1;0
Vordingborg;111 år;Ugift;2022K1;0
Vordingborg;112 år;Fraskilt;2022K1;0
Vordingborg;112 år;Gift/separeret;2022K1;0
Vordingborg;112 år;Ugift;2022K1;0
Vordingborg;113 år;Fraskilt;2022K1;0
Vordingborg;113 år;Gift/separeret;2022K1;0
Vordingborg;113 år;Ugift;2022K1;0
Vordingborg;114 år;Fraskilt;2022K1;0
Vordingborg;114 år;Gift/separeret;2022K1;0
Vordingborg;114 år;Ugift;2022K1;0
Vordingborg;115 år;Fraskilt;2022K1;0
Vordingborg;115 år;Gift/separeret;2022K1;0
Vordingborg;115 år;Ugift;2022K1;0
Vordingborg;116 år;Fraskilt;2022K1;0
Vordingborg;116 år;Gift/separeret;2022K1;0
Vordingborg;116 år;Ugift;2022K1;0
Vordingborg;117 år;Fraskilt;2022K1;0
Vordingborg;117 år;Gift/separeret;2022K1;0
Vordingborg;117 år;Ugift;2022K1;0
Vordingborg;118 år;Fraskilt;2022K1;0
Vordingborg;118 år;Gift/separeret;2022K1;0
Vordingborg;118 år;Ugift;2022K1;0
Vordingborg;119 år;Fraskilt;2022K1;0
Vordingborg;119 år;Gift/separeret;2022K1;0
Vordingborg;119 år;Ugift;2022K1;0
Vordingborg;120 år;Fraskilt;2022K1;0
Vordingborg;120 år;Gift/separeret;2022K1;0
Vordingborg;120 år;Ugift;2022K1;0
Vordingborg;121 år;Fraskilt;2022K1;0
Vordingborg;121 år;Gift/separeret;2022K1;0
Vordingborg;121 år;Ugift;2022K1;0
Vordingborg;122 år;Fraskilt;2022K1;0
Vordingborg;122 år;Gift/separeret;2022K1;0
Vordingborg;122 år;Ugift;2022K1;0
Vordingborg;123 år;Fraskilt;2022K1;0
Vordingborg;123 år;Gift/separeret;2022K1;0
Vordingborg;123 år;Ugift;2022K1;0
Vordingborg;124 år;Fraskilt;2022K1;0
Vordingborg;124 år;Gift/separeret;2022K1;0
Vordingborg;124 år;Ugift;2022K1;0
Vordingborg;125 år;Fraskilt;2022K1;0
Vordingborg;125 år;Gift/separeret;2022K1;0
Vordingborg;125 år;Ugift;2022K1;0
Region Syddanmark;I alt;Fraskilt;2022K1;119056
Region Syddanmark;I alt;Gift/separeret;2022K1;468155
Region Syddanmark;I alt;Ugift;2022K1;574825
Region Syddanmark;0 år;Fraskilt;2022K1;0
Region Syddanmark;0 år;Gift/separeret;2022K1;0
Region Syddanmark;0 år;Ugift;2022K1;12178
Region Syddanmark;1 år;Fraskilt;2022K1;0
Region Syddanmark;1 år;Gift/separeret;2022K1;0
Region Syddanmark;1 år;Ugift;2022K1;11923
Region Syddanmark;2 år;Fraskilt;2022K1;0
Region Syddanmark;2 år;Gift/separeret;2022K1;0
Region Syddanmark;2 år;Ugift;2022K1;12210
Region Syddanmark;3 år;Fraskilt;2022K1;0
Region Syddanmark;3 år;Gift/separeret;2022K1;0
Region Syddanmark;3 år;Ugift;2022K1;12625
Region Syddanmark;4 år;Fraskilt;2022K1;0
Region Syddanmark;4 år;Gift/separeret;2022K1;0
Region Syddanmark;4 år;Ugift;2022K1;12620
Region Syddanmark;5 år;Fraskilt;2022K1;0
Region Syddanmark;5 år;Gift/separeret;2022K1;0
Region Syddanmark;5 år;Ugift;2022K1;12805
Region Syddanmark;6 år;Fraskilt;2022K1;0
Region Syddanmark;6 år;Gift/separeret;2022K1;0
Region Syddanmark;6 år;Ugift;2022K1;12281
Region Syddanmark;7 år;Fraskilt;2022K1;0
Region Syddanmark;7 år;Gift/separeret;2022K1;0
Region Syddanmark;7 år;Ugift;2022K1;12184
Region Syddanmark;8 år;Fraskilt;2022K1;0
Region Syddanmark;8 år;Gift/separeret;2022K1;0
Region Syddanmark;8 år;Ugift;2022K1;12518
Region Syddanmark;9 år;Fraskilt;2022K1;0
Region Syddanmark;9 år;Gift/separeret;2022K1;0
Region Syddanmark;9 år;Ugift;2022K1;12786
Region Syddanmark;10 år;Fraskilt;2022K1;0
Region Syddanmark;10 år;Gift/separeret;2022K1;0
Region Syddanmark;10 år;Ugift;2022K1;12994
Region Syddanmark;11 år;Fraskilt;2022K1;0
Region Syddanmark;11 år;Gift/separeret;2022K1;0
Region Syddanmark;11 år;Ugift;2022K1;14218
Region Syddanmark;12 år;Fraskilt;2022K1;0
Region Syddanmark;12 år;Gift/separeret;2022K1;0
Region Syddanmark;12 år;Ugift;2022K1;14197
Region Syddanmark;13 år;Fraskilt;2022K1;0
Region Syddanmark;13 år;Gift/separeret;2022K1;0
Region Syddanmark;13 år;Ugift;2022K1;15024
Region Syddanmark;14 år;Fraskilt;2022K1;0
Region Syddanmark;14 år;Gift/separeret;2022K1;0
Region Syddanmark;14 år;Ugift;2022K1;14589
Region Syddanmark;15 år;Fraskilt;2022K1;0
Region Syddanmark;15 år;Gift/separeret;2022K1;0
Region Syddanmark;15 år;Ugift;2022K1;14712
Region Syddanmark;16 år;Fraskilt;2022K1;0
Region Syddanmark;16 år;Gift/separeret;2022K1;0
Region Syddanmark;16 år;Ugift;2022K1;14660
Region Syddanmark;17 år;Fraskilt;2022K1;0
Region Syddanmark;17 år;Gift/separeret;2022K1;0
Region Syddanmark;17 år;Ugift;2022K1;15003
Region Syddanmark;18 år;Fraskilt;2022K1;1
Region Syddanmark;18 år;Gift/separeret;2022K1;5
Region Syddanmark;18 år;Ugift;2022K1;15048
Region Syddanmark;19 år;Fraskilt;2022K1;1
Region Syddanmark;19 år;Gift/separeret;2022K1;10
Region Syddanmark;19 år;Ugift;2022K1;14909
Region Syddanmark;20 år;Fraskilt;2022K1;2
Region Syddanmark;20 år;Gift/separeret;2022K1;57
Region Syddanmark;20 år;Ugift;2022K1;14892
Region Syddanmark;21 år;Fraskilt;2022K1;8
Region Syddanmark;21 år;Gift/separeret;2022K1;104
Region Syddanmark;21 år;Ugift;2022K1;14660
Region Syddanmark;22 år;Fraskilt;2022K1;14
Region Syddanmark;22 år;Gift/separeret;2022K1;180
Region Syddanmark;22 år;Ugift;2022K1;13699
Region Syddanmark;23 år;Fraskilt;2022K1;35
Region Syddanmark;23 år;Gift/separeret;2022K1;340
Region Syddanmark;23 år;Ugift;2022K1;13315
Region Syddanmark;24 år;Fraskilt;2022K1;65
Region Syddanmark;24 år;Gift/separeret;2022K1;622
Region Syddanmark;24 år;Ugift;2022K1;13496
Region Syddanmark;25 år;Fraskilt;2022K1;98
Region Syddanmark;25 år;Gift/separeret;2022K1;947
Region Syddanmark;25 år;Ugift;2022K1;13228
Region Syddanmark;26 år;Fraskilt;2022K1;139
Region Syddanmark;26 år;Gift/separeret;2022K1;1569
Region Syddanmark;26 år;Ugift;2022K1;13207
Region Syddanmark;27 år;Fraskilt;2022K1;179
Region Syddanmark;27 år;Gift/separeret;2022K1;2170
Region Syddanmark;27 år;Ugift;2022K1;12510
Region Syddanmark;28 år;Fraskilt;2022K1;242
Region Syddanmark;28 år;Gift/separeret;2022K1;2847
Region Syddanmark;28 år;Ugift;2022K1;11573
Region Syddanmark;29 år;Fraskilt;2022K1;295
Region Syddanmark;29 år;Gift/separeret;2022K1;3730
Region Syddanmark;29 år;Ugift;2022K1;11004
Region Syddanmark;30 år;Fraskilt;2022K1;391
Region Syddanmark;30 år;Gift/separeret;2022K1;4319
Region Syddanmark;30 år;Ugift;2022K1;9692
Region Syddanmark;31 år;Fraskilt;2022K1;548
Region Syddanmark;31 år;Gift/separeret;2022K1;5003
Region Syddanmark;31 år;Ugift;2022K1;9271
Region Syddanmark;32 år;Fraskilt;2022K1;534
Region Syddanmark;32 år;Gift/separeret;2022K1;5374
Region Syddanmark;32 år;Ugift;2022K1;8272
Region Syddanmark;33 år;Fraskilt;2022K1;677
Region Syddanmark;33 år;Gift/separeret;2022K1;5737
Region Syddanmark;33 år;Ugift;2022K1;7440
Region Syddanmark;34 år;Fraskilt;2022K1;752
Region Syddanmark;34 år;Gift/separeret;2022K1;5998
Region Syddanmark;34 år;Ugift;2022K1;6704
Region Syddanmark;35 år;Fraskilt;2022K1;836
Region Syddanmark;35 år;Gift/separeret;2022K1;6409
Region Syddanmark;35 år;Ugift;2022K1;6239
Region Syddanmark;36 år;Fraskilt;2022K1;993
Region Syddanmark;36 år;Gift/separeret;2022K1;6383
Region Syddanmark;36 år;Ugift;2022K1;5816
Region Syddanmark;37 år;Fraskilt;2022K1;1073
Region Syddanmark;37 år;Gift/separeret;2022K1;6518
Region Syddanmark;37 år;Ugift;2022K1;5492
Region Syddanmark;38 år;Fraskilt;2022K1;1201
Region Syddanmark;38 år;Gift/separeret;2022K1;6508
Region Syddanmark;38 år;Ugift;2022K1;4902
Region Syddanmark;39 år;Fraskilt;2022K1;1362
Region Syddanmark;39 år;Gift/separeret;2022K1;6694
Region Syddanmark;39 år;Ugift;2022K1;4864
Region Syddanmark;40 år;Fraskilt;2022K1;1495
Region Syddanmark;40 år;Gift/separeret;2022K1;7169
Region Syddanmark;40 år;Ugift;2022K1;4444
Region Syddanmark;41 år;Fraskilt;2022K1;1593
Region Syddanmark;41 år;Gift/separeret;2022K1;7697
Region Syddanmark;41 år;Ugift;2022K1;4586
Region Syddanmark;42 år;Fraskilt;2022K1;1938
Region Syddanmark;42 år;Gift/separeret;2022K1;7784
Region Syddanmark;42 år;Ugift;2022K1;4286
Region Syddanmark;43 år;Fraskilt;2022K1;2164
Region Syddanmark;43 år;Gift/separeret;2022K1;8129
Region Syddanmark;43 år;Ugift;2022K1;4286
Region Syddanmark;44 år;Fraskilt;2022K1;2251
Region Syddanmark;44 år;Gift/separeret;2022K1;8104
Region Syddanmark;44 år;Ugift;2022K1;3998
Region Syddanmark;45 år;Fraskilt;2022K1;2576
Region Syddanmark;45 år;Gift/separeret;2022K1;8513
Region Syddanmark;45 år;Ugift;2022K1;4086
Region Syddanmark;46 år;Fraskilt;2022K1;2723
Region Syddanmark;46 år;Gift/separeret;2022K1;9216
Region Syddanmark;46 år;Ugift;2022K1;4211
Region Syddanmark;47 år;Fraskilt;2022K1;2853
Region Syddanmark;47 år;Gift/separeret;2022K1;9036
Region Syddanmark;47 år;Ugift;2022K1;3881
Region Syddanmark;48 år;Fraskilt;2022K1;3107
Region Syddanmark;48 år;Gift/separeret;2022K1;9111
Region Syddanmark;48 år;Ugift;2022K1;3883
Region Syddanmark;49 år;Fraskilt;2022K1;3250
Region Syddanmark;49 år;Gift/separeret;2022K1;9768
Region Syddanmark;49 år;Ugift;2022K1;3829
Region Syddanmark;50 år;Fraskilt;2022K1;3266
Region Syddanmark;50 år;Gift/separeret;2022K1;9822
Region Syddanmark;50 år;Ugift;2022K1;3645
Region Syddanmark;51 år;Fraskilt;2022K1;3217
Region Syddanmark;51 år;Gift/separeret;2022K1;9425
Region Syddanmark;51 år;Ugift;2022K1;3405
Region Syddanmark;52 år;Fraskilt;2022K1;3302
Region Syddanmark;52 år;Gift/separeret;2022K1;9540
Region Syddanmark;52 år;Ugift;2022K1;3301
Region Syddanmark;53 år;Fraskilt;2022K1;3454
Region Syddanmark;53 år;Gift/separeret;2022K1;9769
Region Syddanmark;53 år;Ugift;2022K1;3311
Region Syddanmark;54 år;Fraskilt;2022K1;3690
Region Syddanmark;54 år;Gift/separeret;2022K1;10517
Region Syddanmark;54 år;Ugift;2022K1;3481
Region Syddanmark;55 år;Fraskilt;2022K1;4008
Region Syddanmark;55 år;Gift/separeret;2022K1;11223
Region Syddanmark;55 år;Ugift;2022K1;3543
Region Syddanmark;56 år;Fraskilt;2022K1;3785
Region Syddanmark;56 år;Gift/separeret;2022K1;10891
Region Syddanmark;56 år;Ugift;2022K1;3362
Region Syddanmark;57 år;Fraskilt;2022K1;3695
Region Syddanmark;57 år;Gift/separeret;2022K1;10749
Region Syddanmark;57 år;Ugift;2022K1;3345
Region Syddanmark;58 år;Fraskilt;2022K1;3400
Region Syddanmark;58 år;Gift/separeret;2022K1;10816
Region Syddanmark;58 år;Ugift;2022K1;3179
Region Syddanmark;59 år;Fraskilt;2022K1;3174
Region Syddanmark;59 år;Gift/separeret;2022K1;10370
Region Syddanmark;59 år;Ugift;2022K1;2894
Region Syddanmark;60 år;Fraskilt;2022K1;3073
Region Syddanmark;60 år;Gift/separeret;2022K1;10067
Region Syddanmark;60 år;Ugift;2022K1;2615
Region Syddanmark;61 år;Fraskilt;2022K1;3094
Region Syddanmark;61 år;Gift/separeret;2022K1;9941
Region Syddanmark;61 år;Ugift;2022K1;2545
Region Syddanmark;62 år;Fraskilt;2022K1;2777
Region Syddanmark;62 år;Gift/separeret;2022K1;9775
Region Syddanmark;62 år;Ugift;2022K1;2369
Region Syddanmark;63 år;Fraskilt;2022K1;2699
Region Syddanmark;63 år;Gift/separeret;2022K1;9902
Region Syddanmark;63 år;Ugift;2022K1;2212
Region Syddanmark;64 år;Fraskilt;2022K1;2686
Region Syddanmark;64 år;Gift/separeret;2022K1;9703
Region Syddanmark;64 år;Ugift;2022K1;2179
Region Syddanmark;65 år;Fraskilt;2022K1;2623
Region Syddanmark;65 år;Gift/separeret;2022K1;9946
Region Syddanmark;65 år;Ugift;2022K1;2030
Region Syddanmark;66 år;Fraskilt;2022K1;2525
Region Syddanmark;66 år;Gift/separeret;2022K1;9838
Region Syddanmark;66 år;Ugift;2022K1;1945
Region Syddanmark;67 år;Fraskilt;2022K1;2442
Region Syddanmark;67 år;Gift/separeret;2022K1;9482
Region Syddanmark;67 år;Ugift;2022K1;1638
Region Syddanmark;68 år;Fraskilt;2022K1;2469
Region Syddanmark;68 år;Gift/separeret;2022K1;9681
Region Syddanmark;68 år;Ugift;2022K1;1488
Region Syddanmark;69 år;Fraskilt;2022K1;2155
Region Syddanmark;69 år;Gift/separeret;2022K1;9291
Region Syddanmark;69 år;Ugift;2022K1;1249
Region Syddanmark;70 år;Fraskilt;2022K1;2041
Region Syddanmark;70 år;Gift/separeret;2022K1;8906
Region Syddanmark;70 år;Ugift;2022K1;1146
Region Syddanmark;71 år;Fraskilt;2022K1;2134
Region Syddanmark;71 år;Gift/separeret;2022K1;8958
Region Syddanmark;71 år;Ugift;2022K1;1043
Region Syddanmark;72 år;Fraskilt;2022K1;2067
Region Syddanmark;72 år;Gift/separeret;2022K1;8755
Region Syddanmark;72 år;Ugift;2022K1;944
Region Syddanmark;73 år;Fraskilt;2022K1;1947
Region Syddanmark;73 år;Gift/separeret;2022K1;9231
Region Syddanmark;73 år;Ugift;2022K1;860
Region Syddanmark;74 år;Fraskilt;2022K1;2018
Region Syddanmark;74 år;Gift/separeret;2022K1;9339
Region Syddanmark;74 år;Ugift;2022K1;778
Region Syddanmark;75 år;Fraskilt;2022K1;1950
Region Syddanmark;75 år;Gift/separeret;2022K1;9395
Region Syddanmark;75 år;Ugift;2022K1;719
Region Syddanmark;76 år;Fraskilt;2022K1;1750
Region Syddanmark;76 år;Gift/separeret;2022K1;8705
Region Syddanmark;76 år;Ugift;2022K1;629
Region Syddanmark;77 år;Fraskilt;2022K1;1562
Region Syddanmark;77 år;Gift/separeret;2022K1;7575
Region Syddanmark;77 år;Ugift;2022K1;505
Region Syddanmark;78 år;Fraskilt;2022K1;1336
Region Syddanmark;78 år;Gift/separeret;2022K1;6532
Region Syddanmark;78 år;Ugift;2022K1;479
Region Syddanmark;79 år;Fraskilt;2022K1;1213
Region Syddanmark;79 år;Gift/separeret;2022K1;5895
Region Syddanmark;79 år;Ugift;2022K1;381
Region Syddanmark;80 år;Fraskilt;2022K1;1043
Region Syddanmark;80 år;Gift/separeret;2022K1;5023
Region Syddanmark;80 år;Ugift;2022K1;322
Region Syddanmark;81 år;Fraskilt;2022K1;916
Region Syddanmark;81 år;Gift/separeret;2022K1;4277
Region Syddanmark;81 år;Ugift;2022K1;293
Region Syddanmark;82 år;Fraskilt;2022K1;795
Region Syddanmark;82 år;Gift/separeret;2022K1;3686
Region Syddanmark;82 år;Ugift;2022K1;230
Region Syddanmark;83 år;Fraskilt;2022K1;688
Region Syddanmark;83 år;Gift/separeret;2022K1;3356
Region Syddanmark;83 år;Ugift;2022K1;235
Region Syddanmark;84 år;Fraskilt;2022K1;560
Region Syddanmark;84 år;Gift/separeret;2022K1;2716
Region Syddanmark;84 år;Ugift;2022K1;196
Region Syddanmark;85 år;Fraskilt;2022K1;417
Region Syddanmark;85 år;Gift/separeret;2022K1;2316
Region Syddanmark;85 år;Ugift;2022K1;180
Region Syddanmark;86 år;Fraskilt;2022K1;361
Region Syddanmark;86 år;Gift/separeret;2022K1;1742
Region Syddanmark;86 år;Ugift;2022K1;162
Region Syddanmark;87 år;Fraskilt;2022K1;327
Region Syddanmark;87 år;Gift/separeret;2022K1;1341
Region Syddanmark;87 år;Ugift;2022K1;127
Region Syddanmark;88 år;Fraskilt;2022K1;235
Region Syddanmark;88 år;Gift/separeret;2022K1;997
Region Syddanmark;88 år;Ugift;2022K1;116
Region Syddanmark;89 år;Fraskilt;2022K1;197
Region Syddanmark;89 år;Gift/separeret;2022K1;786
Region Syddanmark;89 år;Ugift;2022K1;100
Region Syddanmark;90 år;Fraskilt;2022K1;136
Region Syddanmark;90 år;Gift/separeret;2022K1;605
Region Syddanmark;90 år;Ugift;2022K1;92
Region Syddanmark;91 år;Fraskilt;2022K1;105
Region Syddanmark;91 år;Gift/separeret;2022K1;415
Region Syddanmark;91 år;Ugift;2022K1;74
Region Syddanmark;92 år;Fraskilt;2022K1;89
Region Syddanmark;92 år;Gift/separeret;2022K1;286
Region Syddanmark;92 år;Ugift;2022K1;50
Region Syddanmark;93 år;Fraskilt;2022K1;80
Region Syddanmark;93 år;Gift/separeret;2022K1;209
Region Syddanmark;93 år;Ugift;2022K1;46
Region Syddanmark;94 år;Fraskilt;2022K1;51
Region Syddanmark;94 år;Gift/separeret;2022K1;117
Region Syddanmark;94 år;Ugift;2022K1;36
Region Syddanmark;95 år;Fraskilt;2022K1;34
Region Syddanmark;95 år;Gift/separeret;2022K1;88
Region Syddanmark;95 år;Ugift;2022K1;30
Region Syddanmark;96 år;Fraskilt;2022K1;28
Region Syddanmark;96 år;Gift/separeret;2022K1;51
Region Syddanmark;96 år;Ugift;2022K1;16
Region Syddanmark;97 år;Fraskilt;2022K1;15
Region Syddanmark;97 år;Gift/separeret;2022K1;19
Region Syddanmark;97 år;Ugift;2022K1;20
Region Syddanmark;98 år;Fraskilt;2022K1;10
Region Syddanmark;98 år;Gift/separeret;2022K1;22
Region Syddanmark;98 år;Ugift;2022K1;9
Region Syddanmark;99 år;Fraskilt;2022K1;4
Region Syddanmark;99 år;Gift/separeret;2022K1;7
Region Syddanmark;99 år;Ugift;2022K1;10
Region Syddanmark;100 år;Fraskilt;2022K1;5
Region Syddanmark;100 år;Gift/separeret;2022K1;2
Region Syddanmark;100 år;Ugift;2022K1;5
Region Syddanmark;101 år;Fraskilt;2022K1;8
Region Syddanmark;101 år;Gift/separeret;2022K1;3
Region Syddanmark;101 år;Ugift;2022K1;3
Region Syddanmark;102 år;Fraskilt;2022K1;2
Region Syddanmark;102 år;Gift/separeret;2022K1;0
Region Syddanmark;102 år;Ugift;2022K1;0
Region Syddanmark;103 år;Fraskilt;2022K1;0
Region Syddanmark;103 år;Gift/separeret;2022K1;1
Region Syddanmark;103 år;Ugift;2022K1;1
Region Syddanmark;104 år;Fraskilt;2022K1;1
Region Syddanmark;104 år;Gift/separeret;2022K1;0
Region Syddanmark;104 år;Ugift;2022K1;1
Region Syddanmark;105 år;Fraskilt;2022K1;1
Region Syddanmark;105 år;Gift/separeret;2022K1;0
Region Syddanmark;105 år;Ugift;2022K1;1
Region Syddanmark;106 år;Fraskilt;2022K1;0
Region Syddanmark;106 år;Gift/separeret;2022K1;0
Region Syddanmark;106 år;Ugift;2022K1;0
Region Syddanmark;107 år;Fraskilt;2022K1;0
Region Syddanmark;107 år;Gift/separeret;2022K1;0
Region Syddanmark;107 år;Ugift;2022K1;0
Region Syddanmark;108 år;Fraskilt;2022K1;0
