OMRÅDE;CIVILSTAND;TID;INDHOLD
Halsnæs;Fraskilt;2017K4;3715
Halsnæs;Fraskilt;2018K1;3660
Halsnæs;Fraskilt;2018K2;3708
Halsnæs;Fraskilt;2018K3;3741
Halsnæs;Fraskilt;2018K4;3716
Halsnæs;Fraskilt;2019K1;3711
Halsnæs;Fraskilt;2019K2;3731
Halsnæs;Fraskilt;2019K3;3719
Halsnæs;Fraskilt;2019K4;3732
Halsnæs;Fraskilt;2020K1;3718
Halsnæs;Fraskilt;2020K2;3747
Halsnæs;Fraskilt;2020K3;3767
Halsnæs;Fraskilt;2020K4;3787
Halsnæs;Fraskilt;2021K1;3786
Halsnæs;Fraskilt;2021K2;3808
Halsnæs;Fraskilt;2021K3;3799
Halsnæs;Fraskilt;2021K4;3804
Halsnæs;Fraskilt;2022K1;3814
Halsnæs;Gift/separeret;2008K1;13478
Halsnæs;Gift/separeret;2008K2;13426
Halsnæs;Gift/separeret;2008K3;13465
Halsnæs;Gift/separeret;2008K4;13535
Halsnæs;Gift/separeret;2009K1;13515
Halsnæs;Gift/separeret;2009K2;13497
Halsnæs;Gift/separeret;2009K3;13574
Halsnæs;Gift/separeret;2009K4;13616
Halsnæs;Gift/separeret;2010K1;13551
Halsnæs;Gift/separeret;2010K2;13480
Halsnæs;Gift/separeret;2010K3;13511
Halsnæs;Gift/separeret;2010K4;13538
Halsnæs;Gift/separeret;2011K1;13516
Halsnæs;Gift/separeret;2011K2;13427
Halsnæs;Gift/separeret;2011K3;13442
Halsnæs;Gift/separeret;2011K4;13417
Halsnæs;Gift/separeret;2012K1;13364
Halsnæs;Gift/separeret;2012K2;13280
Halsnæs;Gift/separeret;2012K3;13250
Halsnæs;Gift/separeret;2012K4;13277
Halsnæs;Gift/separeret;2013K1;13276
Halsnæs;Gift/separeret;2013K2;13214
Halsnæs;Gift/separeret;2013K3;13223
Halsnæs;Gift/separeret;2013K4;13240
Halsnæs;Gift/separeret;2014K1;13115
Halsnæs;Gift/separeret;2014K2;13013
Halsnæs;Gift/separeret;2014K3;12985
Halsnæs;Gift/separeret;2014K4;12999
Halsnæs;Gift/separeret;2015K1;12937
Halsnæs;Gift/separeret;2015K2;12935
Halsnæs;Gift/separeret;2015K3;13014
Halsnæs;Gift/separeret;2015K4;13084
Halsnæs;Gift/separeret;2016K1;13029
Halsnæs;Gift/separeret;2016K2;13004
Halsnæs;Gift/separeret;2016K3;12987
Halsnæs;Gift/separeret;2016K4;13021
Halsnæs;Gift/separeret;2017K1;12954
Halsnæs;Gift/separeret;2017K2;12899
Halsnæs;Gift/separeret;2017K3;12907
Halsnæs;Gift/separeret;2017K4;12993
Halsnæs;Gift/separeret;2018K1;12984
Halsnæs;Gift/separeret;2018K2;12950
Halsnæs;Gift/separeret;2018K3;12961
Halsnæs;Gift/separeret;2018K4;13058
Halsnæs;Gift/separeret;2019K1;12984
Halsnæs;Gift/separeret;2019K2;12944
Halsnæs;Gift/separeret;2019K3;12999
Halsnæs;Gift/separeret;2019K4;13055
Halsnæs;Gift/separeret;2020K1;13029
Halsnæs;Gift/separeret;2020K2;13001
Halsnæs;Gift/separeret;2020K3;12999
Halsnæs;Gift/separeret;2020K4;12993
Halsnæs;Gift/separeret;2021K1;12957
Halsnæs;Gift/separeret;2021K2;12941
Halsnæs;Gift/separeret;2021K3;12970
Halsnæs;Gift/separeret;2021K4;12988
Halsnæs;Gift/separeret;2022K1;12972
Helsingør;Fraskilt;2008K1;6325
Helsingør;Fraskilt;2008K2;6369
Helsingør;Fraskilt;2008K3;6382
Helsingør;Fraskilt;2008K4;6330
Helsingør;Fraskilt;2009K1;6357
Helsingør;Fraskilt;2009K2;6393
Helsingør;Fraskilt;2009K3;6434
Helsingør;Fraskilt;2009K4;6423
Helsingør;Fraskilt;2010K1;6496
Helsingør;Fraskilt;2010K2;6552
Helsingør;Fraskilt;2010K3;6558
Helsingør;Fraskilt;2010K4;6566
Helsingør;Fraskilt;2011K1;6651
Helsingør;Fraskilt;2011K2;6654
Helsingør;Fraskilt;2011K3;6670
Helsingør;Fraskilt;2011K4;6687
Helsingør;Fraskilt;2012K1;6711
Helsingør;Fraskilt;2012K2;6765
Helsingør;Fraskilt;2012K3;6830
Helsingør;Fraskilt;2012K4;6808
Helsingør;Fraskilt;2013K1;6820
Helsingør;Fraskilt;2013K2;6878
Helsingør;Fraskilt;2013K3;6899
Helsingør;Fraskilt;2013K4;6934
Helsingør;Fraskilt;2014K1;7024
Helsingør;Fraskilt;2014K2;7111
Helsingør;Fraskilt;2014K3;7166
Helsingør;Fraskilt;2014K4;7202
Helsingør;Fraskilt;2015K1;7234
Helsingør;Fraskilt;2015K2;7256
Helsingør;Fraskilt;2015K3;7318
Helsingør;Fraskilt;2015K4;7322
Helsingør;Fraskilt;2016K1;7378
Helsingør;Fraskilt;2016K2;7407
Helsingør;Fraskilt;2016K3;7452
Helsingør;Fraskilt;2016K4;7476
Helsingør;Fraskilt;2017K1;7517
Helsingør;Fraskilt;2017K2;7568
Helsingør;Fraskilt;2017K3;7580
Helsingør;Fraskilt;2017K4;7614
Helsingør;Fraskilt;2018K1;7656
Helsingør;Fraskilt;2018K2;7667
Helsingør;Fraskilt;2018K3;7677
Helsingør;Fraskilt;2018K4;7675
Helsingør;Fraskilt;2019K1;7679
Helsingør;Fraskilt;2019K2;7679
Helsingør;Fraskilt;2019K3;7650
Helsingør;Fraskilt;2019K4;7644
Helsingør;Fraskilt;2020K1;7644
Helsingør;Fraskilt;2020K2;7653
Helsingør;Fraskilt;2020K3;7665
Helsingør;Fraskilt;2020K4;7689
Helsingør;Fraskilt;2021K1;7689
Helsingør;Fraskilt;2021K2;7688
Helsingør;Fraskilt;2021K3;7690
Helsingør;Fraskilt;2021K4;7678
Helsingør;Fraskilt;2022K1;7664
Helsingør;Gift/separeret;2008K1;24824
Helsingør;Gift/separeret;2008K2;24739
Helsingør;Gift/separeret;2008K3;24803
Helsingør;Gift/separeret;2008K4;24964
Helsingør;Gift/separeret;2009K1;24946
Helsingør;Gift/separeret;2009K2;24788
Helsingør;Gift/separeret;2009K3;24864
Helsingør;Gift/separeret;2009K4;24980
Helsingør;Gift/separeret;2010K1;24850
Helsingør;Gift/separeret;2010K2;24763
Helsingør;Gift/separeret;2010K3;24825
Helsingør;Gift/separeret;2010K4;24874
Helsingør;Gift/separeret;2011K1;24751
Helsingør;Gift/separeret;2011K2;24629
Helsingør;Gift/separeret;2011K3;24619
Helsingør;Gift/separeret;2011K4;24631
Helsingør;Gift/separeret;2012K1;24594
Helsingør;Gift/separeret;2012K2;24516
Helsingør;Gift/separeret;2012K3;24502
Helsingør;Gift/separeret;2012K4;24544
Helsingør;Gift/separeret;2013K1;24507
Helsingør;Gift/separeret;2013K2;24366
Helsingør;Gift/separeret;2013K3;24318
Helsingør;Gift/separeret;2013K4;24376
Helsingør;Gift/separeret;2014K1;24244
Helsingør;Gift/separeret;2014K2;24126
Helsingør;Gift/separeret;2014K3;24120
Helsingør;Gift/separeret;2014K4;24106
Helsingør;Gift/separeret;2015K1;24085
Helsingør;Gift/separeret;2015K2;24057
Helsingør;Gift/separeret;2015K3;24062
Helsingør;Gift/separeret;2015K4;24159
Helsingør;Gift/separeret;2016K1;24130
Helsingør;Gift/separeret;2016K2;24105
Helsingør;Gift/separeret;2016K3;24127
Helsingør;Gift/separeret;2016K4;24216
Helsingør;Gift/separeret;2017K1;24133
Helsingør;Gift/separeret;2017K2;24060
Helsingør;Gift/separeret;2017K3;24106
Helsingør;Gift/separeret;2017K4;24202
Helsingør;Gift/separeret;2018K1;24202
Helsingør;Gift/separeret;2018K2;24099
Helsingør;Gift/separeret;2018K3;24089
Helsingør;Gift/separeret;2018K4;24200
Helsingør;Gift/separeret;2019K1;24224
Helsingør;Gift/separeret;2019K2;24184
Helsingør;Gift/separeret;2019K3;24279
Helsingør;Gift/separeret;2019K4;24418
Helsingør;Gift/separeret;2020K1;24435
Helsingør;Gift/separeret;2020K2;24406
Helsingør;Gift/separeret;2020K3;24424
Helsingør;Gift/separeret;2020K4;24564
Helsingør;Gift/separeret;2021K1;24570
Helsingør;Gift/separeret;2021K2;24530
Helsingør;Gift/separeret;2021K3;24577
Helsingør;Gift/separeret;2021K4;24682
Helsingør;Gift/separeret;2022K1;24616
Hillerød;Fraskilt;2008K1;3531
Hillerød;Fraskilt;2008K2;3552
Hillerød;Fraskilt;2008K3;3568
Hillerød;Fraskilt;2008K4;3592
Hillerød;Fraskilt;2009K1;3661
Hillerød;Fraskilt;2009K2;3696
Hillerød;Fraskilt;2009K3;3706
Hillerød;Fraskilt;2009K4;3722
Hillerød;Fraskilt;2010K1;3715
Hillerød;Fraskilt;2010K2;3725
Hillerød;Fraskilt;2010K3;3734
Hillerød;Fraskilt;2010K4;3736
Hillerød;Fraskilt;2011K1;3743
Hillerød;Fraskilt;2011K2;3791
Hillerød;Fraskilt;2011K3;3776
Hillerød;Fraskilt;2011K4;3773
Hillerød;Fraskilt;2012K1;3785
Hillerød;Fraskilt;2012K2;3828
Hillerød;Fraskilt;2012K3;3853
Hillerød;Fraskilt;2012K4;3900
Hillerød;Fraskilt;2013K1;3934
Hillerød;Fraskilt;2013K2;3990
Hillerød;Fraskilt;2013K3;4022
Hillerød;Fraskilt;2013K4;4033
Hillerød;Fraskilt;2014K1;4131
Hillerød;Fraskilt;2014K2;4199
Hillerød;Fraskilt;2014K3;4237
Hillerød;Fraskilt;2014K4;4261
Hillerød;Fraskilt;2015K1;4296
Hillerød;Fraskilt;2015K2;4336
Hillerød;Fraskilt;2015K3;4351
Hillerød;Fraskilt;2015K4;4374
Hillerød;Fraskilt;2016K1;4424
Hillerød;Fraskilt;2016K2;4472
Hillerød;Fraskilt;2016K3;4495
Hillerød;Fraskilt;2016K4;4521
Hillerød;Fraskilt;2017K1;4559
Hillerød;Fraskilt;2017K2;4612
Hillerød;Fraskilt;2017K3;4632
Hillerød;Fraskilt;2017K4;4623
Hillerød;Fraskilt;2018K1;4654
Hillerød;Fraskilt;2018K2;4686
Hillerød;Fraskilt;2018K3;4715
Hillerød;Fraskilt;2018K4;4704
Hillerød;Fraskilt;2019K1;4749
Hillerød;Fraskilt;2019K2;4789
Hillerød;Fraskilt;2019K3;4785
Hillerød;Fraskilt;2019K4;4782
Hillerød;Fraskilt;2020K1;4773
Hillerød;Fraskilt;2020K2;4830
Hillerød;Fraskilt;2020K3;4848
Hillerød;Fraskilt;2020K4;4855
Hillerød;Fraskilt;2021K1;4922
Hillerød;Fraskilt;2021K2;4968
Hillerød;Fraskilt;2021K3;4979
Hillerød;Fraskilt;2021K4;5047
Hillerød;Fraskilt;2022K1;5110
Hillerød;Gift/separeret;2008K1;20151
Hillerød;Gift/separeret;2008K2;20129
Hillerød;Gift/separeret;2008K3;20221
Hillerød;Gift/separeret;2008K4;20312
Hillerød;Gift/separeret;2009K1;20300
Hillerød;Gift/separeret;2009K2;20249
Hillerød;Gift/separeret;2009K3;20276
Hillerød;Gift/separeret;2009K4;20345
Hillerød;Gift/separeret;2010K1;20399
Hillerød;Gift/separeret;2010K2;20336
Hillerød;Gift/separeret;2010K3;20403
Hillerød;Gift/separeret;2010K4;20472
Hillerød;Gift/separeret;2011K1;20501
Hillerød;Gift/separeret;2011K2;20453
Hillerød;Gift/separeret;2011K3;20501
Hillerød;Gift/separeret;2011K4;20560
Hillerød;Gift/separeret;2012K1;20508
Hillerød;Gift/separeret;2012K2;20461
Hillerød;Gift/separeret;2012K3;20396
Hillerød;Gift/separeret;2012K4;20424
Hillerød;Gift/separeret;2013K1;20385
Hillerød;Gift/separeret;2013K2;20271
Hillerød;Gift/separeret;2013K3;20178
Hillerød;Gift/separeret;2013K4;20293
Hillerød;Gift/separeret;2014K1;20267
Hillerød;Gift/separeret;2014K2;20173
Hillerød;Gift/separeret;2014K3;20171
Hillerød;Gift/separeret;2014K4;20249
Hillerød;Gift/separeret;2015K1;20267
Hillerød;Gift/separeret;2015K2;20208
Hillerød;Gift/separeret;2015K3;20268
Hillerød;Gift/separeret;2015K4;20346
Hillerød;Gift/separeret;2016K1;20379
Hillerød;Gift/separeret;2016K2;20296
Hillerød;Gift/separeret;2016K3;20354
Hillerød;Gift/separeret;2016K4;20409
Hillerød;Gift/separeret;2017K1;20374
Hillerød;Gift/separeret;2017K2;20335
Hillerød;Gift/separeret;2017K3;20355
Hillerød;Gift/separeret;2017K4;20444
Hillerød;Gift/separeret;2018K1;20519
Hillerød;Gift/separeret;2018K2;20436
Hillerød;Gift/separeret;2018K3;20507
Hillerød;Gift/separeret;2018K4;20608
Hillerød;Gift/separeret;2019K1;20648
Hillerød;Gift/separeret;2019K2;20625
Hillerød;Gift/separeret;2019K3;20642
Hillerød;Gift/separeret;2019K4;20671
Hillerød;Gift/separeret;2020K1;20681
Hillerød;Gift/separeret;2020K2;20594
Hillerød;Gift/separeret;2020K3;20533
Hillerød;Gift/separeret;2020K4;20571
Hillerød;Gift/separeret;2021K1;20603
Hillerød;Gift/separeret;2021K2;20520
Hillerød;Gift/separeret;2021K3;20629
Hillerød;Gift/separeret;2021K4;20811
Hillerød;Gift/separeret;2022K1;20853
Hørsholm;Fraskilt;2008K1;2176
Hørsholm;Fraskilt;2008K2;2179
Hørsholm;Fraskilt;2008K3;2183
Hørsholm;Fraskilt;2008K4;2201
Hørsholm;Fraskilt;2009K1;2194
Hørsholm;Fraskilt;2009K2;2209
Hørsholm;Fraskilt;2009K3;2221
Hørsholm;Fraskilt;2009K4;2224
Hørsholm;Fraskilt;2010K1;2222
Hørsholm;Fraskilt;2010K2;2256
Hørsholm;Fraskilt;2010K3;2287
Hørsholm;Fraskilt;2010K4;2296
Hørsholm;Fraskilt;2011K1;2304
Hørsholm;Fraskilt;2011K2;2334
Hørsholm;Fraskilt;2011K3;2350
Hørsholm;Fraskilt;2011K4;2355
Hørsholm;Fraskilt;2012K1;2382
Hørsholm;Fraskilt;2012K2;2383
Hørsholm;Fraskilt;2012K3;2395
Hørsholm;Fraskilt;2012K4;2403
Hørsholm;Fraskilt;2013K1;2430
Hørsholm;Fraskilt;2013K2;2443
Hørsholm;Fraskilt;2013K3;2457
Hørsholm;Fraskilt;2013K4;2436
Hørsholm;Fraskilt;2014K1;2507
Hørsholm;Fraskilt;2014K2;2530
Hørsholm;Fraskilt;2014K3;2563
Hørsholm;Fraskilt;2014K4;2592
Hørsholm;Fraskilt;2015K1;2626
Hørsholm;Fraskilt;2015K2;2627
Hørsholm;Fraskilt;2015K3;2664
Hørsholm;Fraskilt;2015K4;2676
Hørsholm;Fraskilt;2016K1;2699
Hørsholm;Fraskilt;2016K2;2719
Hørsholm;Fraskilt;2016K3;2700
Hørsholm;Fraskilt;2016K4;2675
Hørsholm;Fraskilt;2017K1;2695
Hørsholm;Fraskilt;2017K2;2724
Hørsholm;Fraskilt;2017K3;2736
Hørsholm;Fraskilt;2017K4;2770
Hørsholm;Fraskilt;2018K1;2747
Hørsholm;Fraskilt;2018K2;2760
Hørsholm;Fraskilt;2018K3;2737
Hørsholm;Fraskilt;2018K4;2765
Hørsholm;Fraskilt;2019K1;2754
Hørsholm;Fraskilt;2019K2;2756
Hørsholm;Fraskilt;2019K3;2755
Hørsholm;Fraskilt;2019K4;2760
Hørsholm;Fraskilt;2020K1;2737
Hørsholm;Fraskilt;2020K2;2741
Hørsholm;Fraskilt;2020K3;2754
Hørsholm;Fraskilt;2020K4;2794
Hørsholm;Fraskilt;2021K1;2798
Hørsholm;Fraskilt;2021K2;2810
Hørsholm;Fraskilt;2021K3;2782
Hørsholm;Fraskilt;2021K4;2765
Hørsholm;Fraskilt;2022K1;2764
Hørsholm;Gift/separeret;2008K1;11217
Hørsholm;Gift/separeret;2008K2;11204
Hørsholm;Gift/separeret;2008K3;11206
Hørsholm;Gift/separeret;2008K4;11254
Hørsholm;Gift/separeret;2009K1;11218
Hørsholm;Gift/separeret;2009K2;11189
Hørsholm;Gift/separeret;2009K3;11183
Hørsholm;Gift/separeret;2009K4;11205
Hørsholm;Gift/separeret;2010K1;11208
Hørsholm;Gift/separeret;2010K2;11161
Hørsholm;Gift/separeret;2010K3;11141
Hørsholm;Gift/separeret;2010K4;11157
Hørsholm;Gift/separeret;2011K1;11091
Hørsholm;Gift/separeret;2011K2;11034
Hørsholm;Gift/separeret;2011K3;11036
Hørsholm;Gift/separeret;2011K4;11081
Hørsholm;Gift/separeret;2012K1;11027
Hørsholm;Gift/separeret;2012K2;10982
Hørsholm;Gift/separeret;2012K3;10989
Hørsholm;Gift/separeret;2012K4;11048
Hørsholm;Gift/separeret;2013K1;11008
Hørsholm;Gift/separeret;2013K2;10962
Hørsholm;Gift/separeret;2013K3;10933
Hørsholm;Gift/separeret;2013K4;10966
Hørsholm;Gift/separeret;2014K1;10898
Hørsholm;Gift/separeret;2014K2;10875
Hørsholm;Gift/separeret;2014K3;10865
Hørsholm;Gift/separeret;2014K4;10880
Hørsholm;Gift/separeret;2015K1;10862
Hørsholm;Gift/separeret;2015K2;10856
Hørsholm;Gift/separeret;2015K3;10867
Hørsholm;Gift/separeret;2015K4;10917
Hørsholm;Gift/separeret;2016K1;10846
Hørsholm;Gift/separeret;2016K2;10803
Hørsholm;Gift/separeret;2016K3;10805
Hørsholm;Gift/separeret;2016K4;10848
Hørsholm;Gift/separeret;2017K1;10809
Hørsholm;Gift/separeret;2017K2;10799
Hørsholm;Gift/separeret;2017K3;10787
Hørsholm;Gift/separeret;2017K4;10831
Hørsholm;Gift/separeret;2018K1;10784
Hørsholm;Gift/separeret;2018K2;10757
Hørsholm;Gift/separeret;2018K3;10772
Hørsholm;Gift/separeret;2018K4;10783
Hørsholm;Gift/separeret;2019K1;10745
Hørsholm;Gift/separeret;2019K2;10761
Hørsholm;Gift/separeret;2019K3;10765
Hørsholm;Gift/separeret;2019K4;10789
Hørsholm;Gift/separeret;2020K1;10786
Hørsholm;Gift/separeret;2020K2;10743
Hørsholm;Gift/separeret;2020K3;10739
Hørsholm;Gift/separeret;2020K4;10783
Hørsholm;Gift/separeret;2021K1;10803
Hørsholm;Gift/separeret;2021K2;10733
Hørsholm;Gift/separeret;2021K3;10739
Hørsholm;Gift/separeret;2021K4;10788
Hørsholm;Gift/separeret;2022K1;10757
Rudersdal;Fraskilt;2008K1;4144
Rudersdal;Fraskilt;2008K2;4151
Rudersdal;Fraskilt;2008K3;4167
Rudersdal;Fraskilt;2008K4;4185
Rudersdal;Fraskilt;2009K1;4212
Rudersdal;Fraskilt;2009K2;4258
Rudersdal;Fraskilt;2009K3;4248
Rudersdal;Fraskilt;2009K4;4255
Rudersdal;Fraskilt;2010K1;4291
Rudersdal;Fraskilt;2010K2;4310
Rudersdal;Fraskilt;2010K3;4317
Rudersdal;Fraskilt;2010K4;4324
Rudersdal;Fraskilt;2011K1;4361
Rudersdal;Fraskilt;2011K2;4383
Rudersdal;Fraskilt;2011K3;4361
Rudersdal;Fraskilt;2011K4;4377
Rudersdal;Fraskilt;2012K1;4413
Rudersdal;Fraskilt;2012K2;4433
Rudersdal;Fraskilt;2012K3;4430
Rudersdal;Fraskilt;2012K4;4455
Rudersdal;Fraskilt;2013K1;4489
Rudersdal;Fraskilt;2013K2;4541
Rudersdal;Fraskilt;2013K3;4597
Rudersdal;Fraskilt;2013K4;4622
Rudersdal;Fraskilt;2014K1;4712
Rudersdal;Fraskilt;2014K2;4748
Rudersdal;Fraskilt;2014K3;4758
Rudersdal;Fraskilt;2014K4;4839
Rudersdal;Fraskilt;2015K1;4842
Rudersdal;Fraskilt;2015K2;4836
Rudersdal;Fraskilt;2015K3;4851
Rudersdal;Fraskilt;2015K4;4884
Rudersdal;Fraskilt;2016K1;4926
Rudersdal;Fraskilt;2016K2;4979
Rudersdal;Fraskilt;2016K3;4991
Rudersdal;Fraskilt;2016K4;5057
Rudersdal;Fraskilt;2017K1;5068
Rudersdal;Fraskilt;2017K2;5107
Rudersdal;Fraskilt;2017K3;5096
Rudersdal;Fraskilt;2017K4;5101
Rudersdal;Fraskilt;2018K1;5116
Rudersdal;Fraskilt;2018K2;5132
Rudersdal;Fraskilt;2018K3;5141
Rudersdal;Fraskilt;2018K4;5160
Rudersdal;Fraskilt;2019K1;5148
Rudersdal;Fraskilt;2019K2;5157
Rudersdal;Fraskilt;2019K3;5156
Rudersdal;Fraskilt;2019K4;5139
Rudersdal;Fraskilt;2020K1;5137
Rudersdal;Fraskilt;2020K2;5152
Rudersdal;Fraskilt;2020K3;5133
Rudersdal;Fraskilt;2020K4;5158
Rudersdal;Fraskilt;2021K1;5184
Rudersdal;Fraskilt;2021K2;5193
Rudersdal;Fraskilt;2021K3;5171
Rudersdal;Fraskilt;2021K4;5159
Rudersdal;Fraskilt;2022K1;5153
Rudersdal;Gift/separeret;2008K1;23850
Rudersdal;Gift/separeret;2008K2;23790
Rudersdal;Gift/separeret;2008K3;23764
Rudersdal;Gift/separeret;2008K4;23822
Rudersdal;Gift/separeret;2009K1;23755
Rudersdal;Gift/separeret;2009K2;23709
Rudersdal;Gift/separeret;2009K3;23771
Rudersdal;Gift/separeret;2009K4;23871
Rudersdal;Gift/separeret;2010K1;23863
Rudersdal;Gift/separeret;2010K2;23793
Rudersdal;Gift/separeret;2010K3;23784
Rudersdal;Gift/separeret;2010K4;23880
Rudersdal;Gift/separeret;2011K1;23827
Rudersdal;Gift/separeret;2011K2;23705
Rudersdal;Gift/separeret;2011K3;23703
Rudersdal;Gift/separeret;2011K4;23807
Rudersdal;Gift/separeret;2012K1;23732
Rudersdal;Gift/separeret;2012K2;23630
Rudersdal;Gift/separeret;2012K3;23598
Rudersdal;Gift/separeret;2012K4;23663
Rudersdal;Gift/separeret;2013K1;23667
Rudersdal;Gift/separeret;2013K2;23584
Rudersdal;Gift/separeret;2013K3;23502
Rudersdal;Gift/separeret;2013K4;23619
Rudersdal;Gift/separeret;2014K1;23547
Rudersdal;Gift/separeret;2014K2;23484
Rudersdal;Gift/separeret;2014K3;23520
Rudersdal;Gift/separeret;2014K4;23537
Rudersdal;Gift/separeret;2015K1;23529
Rudersdal;Gift/separeret;2015K2;23477
Rudersdal;Gift/separeret;2015K3;23414
Rudersdal;Gift/separeret;2015K4;23539
Rudersdal;Gift/separeret;2016K1;23495
Rudersdal;Gift/separeret;2016K2;23485
Rudersdal;Gift/separeret;2016K3;23509
Rudersdal;Gift/separeret;2016K4;23643
Rudersdal;Gift/separeret;2017K1;23659
Rudersdal;Gift/separeret;2017K2;23570
Rudersdal;Gift/separeret;2017K3;23650
Rudersdal;Gift/separeret;2017K4;23705
Rudersdal;Gift/separeret;2018K1;23600
Rudersdal;Gift/separeret;2018K2;23578
Rudersdal;Gift/separeret;2018K3;23608
Rudersdal;Gift/separeret;2018K4;23740
Rudersdal;Gift/separeret;2019K1;23648
Rudersdal;Gift/separeret;2019K2;23582
Rudersdal;Gift/separeret;2019K3;23613
Rudersdal;Gift/separeret;2019K4;23734
Rudersdal;Gift/separeret;2020K1;23679
Rudersdal;Gift/separeret;2020K2;23571
Rudersdal;Gift/separeret;2020K3;23570
Rudersdal;Gift/separeret;2020K4;23660
Rudersdal;Gift/separeret;2021K1;23699
Rudersdal;Gift/separeret;2021K2;23689
Rudersdal;Gift/separeret;2021K3;23810
Rudersdal;Gift/separeret;2021K4;23999
Rudersdal;Gift/separeret;2022K1;23934
Bornholm;Fraskilt;2008K1;3867
Bornholm;Fraskilt;2008K2;3870
Bornholm;Fraskilt;2008K3;3892
Bornholm;Fraskilt;2008K4;3887
Bornholm;Fraskilt;2009K1;3910
Bornholm;Fraskilt;2009K2;3950
Bornholm;Fraskilt;2009K3;3973
Bornholm;Fraskilt;2009K4;3984
Bornholm;Fraskilt;2010K1;4005
Bornholm;Fraskilt;2010K2;4035
Bornholm;Fraskilt;2010K3;4034
Bornholm;Fraskilt;2010K4;4037
Bornholm;Fraskilt;2011K1;4065
Bornholm;Fraskilt;2011K2;4091
Bornholm;Fraskilt;2011K3;4114
Bornholm;Fraskilt;2011K4;4123
Bornholm;Fraskilt;2012K1;4173
Bornholm;Fraskilt;2012K2;4202
Bornholm;Fraskilt;2012K3;4176
Bornholm;Fraskilt;2012K4;4171
Bornholm;Fraskilt;2013K1;4184
Bornholm;Fraskilt;2013K2;4212
Bornholm;Fraskilt;2013K3;4234
Bornholm;Fraskilt;2013K4;4258
Bornholm;Fraskilt;2014K1;4330
Bornholm;Fraskilt;2014K2;4348
Bornholm;Fraskilt;2014K3;4393
Bornholm;Fraskilt;2014K4;4399
Bornholm;Fraskilt;2015K1;4412
Bornholm;Fraskilt;2015K2;4418
Bornholm;Fraskilt;2015K3;4461
Bornholm;Fraskilt;2015K4;4527
Bornholm;Fraskilt;2016K1;4551
Bornholm;Fraskilt;2016K2;4577
Bornholm;Fraskilt;2016K3;4598
Bornholm;Fraskilt;2016K4;4588
Bornholm;Fraskilt;2017K1;4630
Bornholm;Fraskilt;2017K2;4672
Bornholm;Fraskilt;2017K3;4666
Bornholm;Fraskilt;2017K4;4650
Bornholm;Fraskilt;2018K1;4666
Bornholm;Fraskilt;2018K2;4649
Bornholm;Fraskilt;2018K3;4650
Bornholm;Fraskilt;2018K4;4642
Bornholm;Fraskilt;2019K1;4680
Bornholm;Fraskilt;2019K2;4673
Bornholm;Fraskilt;2019K3;4664
Bornholm;Fraskilt;2019K4;4638
Bornholm;Fraskilt;2020K1;4652
Bornholm;Fraskilt;2020K2;4692
Bornholm;Fraskilt;2020K3;4715
Bornholm;Fraskilt;2020K4;4743
Bornholm;Fraskilt;2021K1;4759
Bornholm;Fraskilt;2021K2;4774
Bornholm;Fraskilt;2021K3;4750
Bornholm;Fraskilt;2021K4;4754
Bornholm;Fraskilt;2022K1;4773
Bornholm;Gift/separeret;2008K1;18335
Bornholm;Gift/separeret;2008K2;18217
Bornholm;Gift/separeret;2008K3;18179
Bornholm;Gift/separeret;2008K4;18208
Bornholm;Gift/separeret;2009K1;18151
Bornholm;Gift/separeret;2009K2;18047
Bornholm;Gift/separeret;2009K3;18026
Bornholm;Gift/separeret;2009K4;18085
Bornholm;Gift/separeret;2010K1;18043
Bornholm;Gift/separeret;2010K2;17921
Bornholm;Gift/separeret;2010K3;17876
Bornholm;Gift/separeret;2010K4;17905
Bornholm;Gift/separeret;2011K1;17810
Bornholm;Gift/separeret;2011K2;17692
Bornholm;Gift/separeret;2011K3;17613
Bornholm;Gift/separeret;2011K4;17570
Bornholm;Gift/separeret;2012K1;17506
Bornholm;Gift/separeret;2012K2;17412
Bornholm;Gift/separeret;2012K3;17391
Bornholm;Gift/separeret;2012K4;17379
Bornholm;Gift/separeret;2013K1;17268
Bornholm;Gift/separeret;2013K2;17174
Bornholm;Gift/separeret;2013K3;17091
Bornholm;Gift/separeret;2013K4;17062
Bornholm;Gift/separeret;2014K1;16937
Bornholm;Gift/separeret;2014K2;16837
Bornholm;Gift/separeret;2014K3;16716
Bornholm;Gift/separeret;2014K4;16748
Bornholm;Gift/separeret;2015K1;16692
Bornholm;Gift/separeret;2015K2;16615
Bornholm;Gift/separeret;2015K3;16537
Bornholm;Gift/separeret;2015K4;16463
Bornholm;Gift/separeret;2016K1;16424
Bornholm;Gift/separeret;2016K2;16333
Bornholm;Gift/separeret;2016K3;16306
Bornholm;Gift/separeret;2016K4;16350
Bornholm;Gift/separeret;2017K1;16315
Bornholm;Gift/separeret;2017K2;16177
Bornholm;Gift/separeret;2017K3;16145
Bornholm;Gift/separeret;2017K4;16198
Bornholm;Gift/separeret;2018K1;16160
Bornholm;Gift/separeret;2018K2;16096
Bornholm;Gift/separeret;2018K3;16073
Bornholm;Gift/separeret;2018K4;16132
Bornholm;Gift/separeret;2019K1;16060
Bornholm;Gift/separeret;2019K2;16015
Bornholm;Gift/separeret;2019K3;16040
